Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
Assistant Project Manager (IT Industry),OneAsia Network Limited,3,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-08-14,78054193,https://hk.jobsdb.com/job/78054193,"['OneAsia Network', 'OneAsia', 'OneAsia', 'OneAsia', 'OneAsia', 'OneAsia', 'OneAsia', 'User Acceptance TestingRequirements', 'Computer Science, Information Systems', 'Business Administration', 'the Data Centre', 'ITIL', 'ChineseCandidate', 'Project Coordinator', 'Group']","About OneAsia Network LimitedOneAsia is a leading IT services and solution provider in Asia providing cloud based solution as well as data centre services. OneAsia’s top-tier rated data centres are located across Asia to keep our customers connected from anywhere in the world with consistent levels of quality, security and service. Partnering with the technology leaders, OneAsia is able to offer a full range of cloud computing solutions, from infrastructure, management to application software to business of all sizes without additional capital investment or strong IT support. Furthermore, OneAsia can customize data centre services such as colocation, managed services, optimization and business continuity based on customer requirements. Flexibility, reliability, and security are the core values of OneAsia. With fully redundant infrastructure, well developed systems, multi-layered security and skilled personnel, OneAsia delivers professional and reliable services to customers. With an aim to keep customers connected wherever and whenever they are, OneAsia is staying at the forefront of the industry with extensive infrastructure coverage in Greater China, Thailand, South Korea and Japan. Responsibilities:Manage all project documentation such as project plan, design specification, testing specification, status reports, meeting minutes, and so onWork with technology team to define project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibilityCreate and maintain project schedules, identify activities, sequences, dependencies and associated resource requirements for project milestonesEnsure resource availability and allocationCollaborate with different parties to understand deliverables of the projectsMeet with vendors and liaise with internal and external stakeholdersProvide guidelines and ensure proper User Acceptance TestingRequirements:Degree / Higher Diploma holder in Computer Science, Information Systems, Business Administration or related disciplinesAt least 3 years working experience in IT/ICT industrySound knowledge and experience in the Data Centre, Network Connectivity and Cloud will be an advantageProficient in communication with different level of peopleWell organized, self-motivated and able to work independentlyFamiliar with IT procurement lifecycle, contract administration and vendor managementCertificate on PMP and ITIL an advantageGood command of spoken and written of English and ChineseCandidate with less relevant experience may be considered for the position of Project Coordinator Interested parties please apply with full resume, state current and expected salaries by clicking ""Apply Now"". For details, please visit the corporate website at http://www.oneas1a.com [link removed]Equal employment opportunities apply to all applicants. All applications and data collected will be treated in strict confidence and used exclusively for recruitment purposes. Only short-listed candidates will be invited for interview. The company will retain the applications for a maximum period of 12 months and may refer suitable candidates to other vacancies within the Group."
Business Analyst (Insurance),PERSOLKELLY Hong Kong Limited,3,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-08-08,77931796,https://hk.jobsdb.com/job/77931796,"['Identify', 'UAT', 'Business Analysis or Project Management', 'Group Medical', 'Third Party Administrator', 'Agile', 'the Software Development Life Cycle', 'Hong Kong Limited’s', 'Hong Kong Limited']","Our client is a prestigious health insurance company with a global presence. They are looking for a Business Analyst to join their team.Responsibilities:Responsible for group medical projectPerform business analysis and design. Serve as a liaison between business and IT in supporting of business requirements gathering, request prioritization, planning and execution of functional and non-functional requirement. Work with project and program management to contribute to project briefs, project initiation documents (PIDs) and project documentation, where required. Identify, elicit and document business requirements utilising a structured requirements gathering process and best practice techniques and following professional standards, define business rules and communicates requirements for the implementation of business solutions. Produce/review test plans and scenarios on behalf of the business and support the UAT and system integration testing.Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these. Maintain appropriate professional designations and up-to-date knowledge of the sector, current business analysis and IT techniques and tools.  Requirements:University graduate in any discipline.Minimum of 3 years of relevant work experience in Business Analysis or Project Management.Solid experience in Group Medical project.Experience in Third Party Administrator.Experience in vendor management/ working with clients.Experience with adopting Agile methodology into project implementationGood knowledge in the Software Development Life Cycle (SDLC).Good analytical skills, detail-minded, and organized.Proficiency in both spoken and written English, Cantonese, and Mandarin.To apply for this position, please send your full résumé to Contract_hk @persolkelly.com in word format indicating the reference number and title.If you are not contacted by our consultants within 2 weeks, please consider your application unsuccessful. All applications will be treated in strict confidence, and used for recruitment purposes only in accordance with PERSOLKELLY Hong Kong Limited’s Privacy Notice.PERSOLKELLY Hong Kong Limited: Employment Agency License No. 75536PERSOL Hong Kong: Employment Agency License No. 75503"
IT Project Manager,Tech One Services Limited,3,False,Hong Kong,Information & Communication Technology,,2024-08-08,77932140,https://hk.jobsdb.com/job/77932140,"['Information Technology', 'Microsoft']","Responsibilities:Develop comprehensive project plans, outlining the scope, objectives, and deliverablesCoordinate with stakeholders to define project requirements and establish timelinesLead and manage project teams, providing guidance and support to ensure project goals are metFacilitate communication and collaboration among team members.Oversee project budgets, ensuring resources are allocated effectively and efficientlyMonitor expenditures and adjust project plans as necessary to stay within budgetMaintain regular communication with stakeholders to provide updates on project status and address any issuesPrepare and deliver project presentations and reports.Ensure that project deliverables meet quality standards and stakeholder expectationsImplement quality control processes and conduct project reviewsOversee the implementation of M365 and Windows 11 projects, ensuring successful deployment and integrationCollaborate with IT teams to resolve technical issues and optimize infrastructure performance Requirements: Bachelor’s degree or higher in Information Technology, Computer Science, Business Administration, or a related fieldMinimum of 10 years of experience as a Project Manager, with a strong focus on IT infrastructure projectsProven track record of managing and delivering M365 and Windows 11 projectsExtensive knowledge of Microsoft 365 and Windows 11 technologiesFamiliarity with IT infrastructure, including servers, networks, and security.Strong leadership and team management skills, with the ability to motivate and guide project teamsExcellent communication and interpersonal skillsAbility to identify and resolve project-related issues and challengesStrong analytical and decision-making abilitiesPMP or equivalent project management certification is an advantage Please send your application with full resume indicating expected salary.All information gathered will be treated in strict confidence and used for recruitment related purposed only."
Senior / Systems Analyst,Bangkok Bank Public Co Ltd,1,False,"Central, Central and Western District",Information & Communication Technology,,2024-08-15,75705204,https://hk.jobsdb.com/job/75705204,"['Bangkok Bank', 'Bangkok Bank', 'Bangkok Bank', 'Core', 'ETL', 'DWH', 'XML', 'RDMS', 'Crystal ReportGood']","About Bangkok Bank:Established in 1944, Bangkok Bank is one of the largest regional banks in Southeast Asia. We are a leading bank in Thailand and a market leader in corporate and business banking serving large corporations and multinationals across a wide range of industries.Our international network includes more than 200 overseas branches in 14 economies - Cambodia, China, Hong Kong, Indonesia, Japan, Laos, Malaysia, Myanmar, the Philippines, Singapore, Taiwan, the United Kingdom, the United States and Vietnam.  We are the only Thai bank with a substantial presence in China, through our wholly-owned subsidiary Bangkok Bank (China).  We provide customers with financial and business advice and work with them as a trusted partner to create value for their business.We are now seeking a high caliber candidate to join our Hong Kong Branch.Responsibilities:Act as our IT representative in assisting overseas branches business-process automation and systems implementationCoordinate all phases of system development/maintenance where frequent contacts with different levels of management & users are requiredParticipate in full SDLC including system analysis, design, coding, testing and documentationProvide system training and post implementation supportRequirements:University graduates in Computer Science or related disciplines Possess an innovative mindset in architecting IT solutions to meet business needs and enhancing systemsA positive, 'can-do' working attitude and an active self-starter character that will continuously add values to own responsibilitiesStrong analytical, problem solving and communication skillsWell-versed in a high standard project management methodology and system documentation skillsAt least 5 years of IT experience in system development and support Experience in Banking industry, Core banking/Treasury/Trade Finance system, ETL/DWH, and/or Reporting is preferredProficiency in C#, VB.net, Java, Java Script, XML, Web-services, RDMS, Eclipse, and/or Crystal ReportGood hands on knowledge in Windows, or Linux platform is a definite advantageProficient in English & Chinese(Candidates with less experience will be considered for the position of Senior/Programmer Analyst)We offer excellent career prospects to the right candidate. Salary will be commensurate with qualifications and experience. Interested parties please apply with full resume, stating current / expected salary and availability.Personal data provided by job applicants will be used solely for considering suitability for the post and strictly in accordance with our personal data policies which are available on request.(Only shortlisted candidates will be contacted.)"
"Assistant Manager - Manager, Project Management (office / branches renovation)",Industrial and Commercial Bank of China (Asia) Limited,5,False,"Kwun Tong, Kwun Tong District",Construction,,2024-08-15,78125033,https://hk.jobsdb.com/job/78125033,"['banking &', 'ChineseProficient', 'MS Work', 'PPT']","Responsibilities: Manage the commercial / retail premises renovation projects to meet business requirement. Past experience with premier branches and wealth management centres of banking and financial companies project management skills is essentialResponsible for project governance including tender process, cost control and internal approval processWork closely with Project Lead to manage the performance of vendors and consultantOrganizing internal project meetings with business reps and relevant parties, and procurement control partiesFollow internal process and reach management approval in compliance with required polices & proceduresProject cost tracking and control managementManage all project documentations and data for audit purposeSupport the green and sustainability for office / branches renovation projectsPerform ad-hoc assignments and projects as required Requirements: Degree holder or above with a minimum of 5 years working experience in multinational companiesAt least 5 year relevant experience, preferably from banking & finance industry.Strong communication and interpersonal skills and work independentlyGood Command of spoken and written English and ChineseProficient in using computer software such as Auto CAD, MS Work, PPT and Excel"
"System Analyst, Digital (GIS Programming)",Aecom Asia Company Limited,5,False,Sha Tin District,Information & Communication Technology,,2024-08-15,78081582,https://hk.jobsdb.com/job/78081582,"[""We're"", 'Company', 'Computer Science, Information Technology', 'Software Development Life Cycle', 'ChinesePassionate', 'GIS (Geographic Information System']","Work with Us. Change the World.At AECOM, we're delivering a better world. Whether improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. We are the world's trusted infrastructure consulting firm, partnering with clients to solve the world’s most complex challenges and build legacies for future generations.There has never been a better time to be at AECOM. With accelerating infrastructure investment worldwide, our services are in great demand. We invite you to bring your bold ideas and big dreams and become part of a global team of over 50,000 planners, designers, engineers, scientists, digital innovators, program and construction managers and other professionals delivering projects that create a positive and tangible impact around the world.We're one global team driven by our common purpose to deliver a better world. Join us.Job DescriptionAt AECOM, we’re driven by a common purpose to deliver a better world. Join us to unleash your potential and build legacies for generations to come. By connecting the largest network of professional expertise in the industry, we’re pioneering new approaches and better answers to the toughest challenges. And we want you to be a part of it. Key ResponsibilitiesConduct user requirements gathering, feasibility studies and perform system analysis, design and implementationUndertake all stages of system development including system design, application development, system integration, testing, application deployment, system support and maintenancePrepare technical specifications and documentationsSupervise and provide technical guidance to developers, or work independently to deliver quality solutions to meet requirement specifications according to project scheduleTrain and mentor junior developersContribute technical advice and recommendations in support of the Company’s business objectivesReview and document software development standards and quality control proceduresQualificationsDegree in Computer Science, Information Technology or related disciplinesMinimum 5 years’ relevant experience in system analysis, architecture design and system implementation, preferably with government project experienceFamiliar with Software Development Life Cycle (SDLC)In-depth knowledge and experience in database management systemsStrong programming skills with experience in application frameworksKeen to learn new technical tools and business processesStrong analytical and problem-solving skills with a can-do attitudeExcellent interpersonal and communication skillsSelf-motivated, dependable and quality-orientedGood command of written and spoken English and ChinesePassionate about building and delivering quality softwareHands-on experience in GIS (Geographic Information System) programming is an advantageCandidates with more experience will be considered as Senior System Analyst. "
Finance Business Partner,Lever Style Limited,1,False,"Kwun Tong, Kwun Tong District",Accounting,,2024-08-15,78083555,https://hk.jobsdb.com/job/78083555,"['the Hong Kong Stock Exchange', 'Finance Business Partner', 'Purpose\xa0Act', 'Accounting', 'Treasury', 'Business Units', 'Microsoft Dynamics', 'PLM', 'KPI', 'KPI', 'KPI', 'KnowledgeProficiency', 'Microsoft', 'PowerPoint', 'Accounting Certificate', 'ACCA', 'CFA', 'Power BI', 'Accounting/Finance']","Lever Style is the world’s premier apparel production platform for premium labels such as Hugo Boss, Paul Smith, and Amie Leon Dore, outdoor/activewear brands such as Arc’teryx, Vuori and J Lindeberg, and e-commerce pioneers such as Bonobos, Stitch Fix and Mizzen + Main. Our innovative, high mix-low volume solution reduces excess inventory and stockouts, and offers unparalleled product expertise. Listed on the Hong Kong Stock Exchange (stock code 1346), our versatile approach is rooted in decades of technical expertise gained from working with many of the world’s top brands.Our one-stop shop solution allows our clients to focus on what they do best: branding, marketing, and distribution. Behind the scenes we deliver versatility on any product type that a designer can dream of. We enable our clients to consolidate their vendor base, reduce production complexity, overheads, and management headaches.   Finance Business Partner position is based in Lever Style Shenzhen office.  ­­­­­­­­­­­­­­­­Major Purpose Act as a Finance Business Partner with business stakeholders to identify opportunities and business requirements for financial systems, process improvement, and technology innovation/automation. Major DutiesPartner with stakeholders including Accounting, Treasury, Tax, Business Units and IT to identify opportunities and business requirements for financial systems, process improvement, and technology innovation/automationProvide financial consulting and coaching to business leaders, e.g., interpreting financial results and measures in the context of business operationsImprove the quality of internal and external financial data to drive business decision making and performanceERP (Microsoft Dynamics 365) and PLM optimizing with business requirement. Provide KPI data/performance for each branch manager on monthly basis, make analysis/action plan/ monitoring, etc.Study KPI setting and trend of customers ratio of cargo volume/payment, and report to regional finance team. Make KPI adjustment if needed  QUALIFICATIONS:Competencies, Technical Skills and KnowledgeProficiency with Microsoft office (Word, Excel, PowerPoint, Access)Good communication skills (both in English & Chinese, written & verbal)Excellent skills in spreadsheet and presentationLogical thinking and proactiveDemonstrate ability to manage multiple partiesProfessional Accounting Certificate (CPA, ACCA, CFA, etc.) preferred Knowledge of data analytics tool, e.g., Power BI, SQL, Tableau, etc. EducationDegree in Accounting/Finance discipline or equivalent experience Relevant Work Experience8 years or above experiences in accounting, financial analysis, controlling, including 3-5 years experiences in costing or Finance Business Partner"
Technology Innovation Management Manager,China Mobile International Limited,1,False,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-08-15,78089551,https://hk.jobsdb.com/job/78089551,"['R&D funds。-Responsible', 'the Human Resources Department', 'PPT', 'VisioTeam Work', 'China Mobile Group']","Responsibilities:1. Management of scientific and technological innovation system. -Responsible for the company's scientific and technological innovation system construction, capacity layout and research and development planning; -To be responsible for the formulation of scientific and technological innovation and development plans and technological routes, and to be responsible for strategic scientific and technological research; -Establish an overall planning and scheduling mechanism for scientific and technological innovation to promote its implementation; 2. R&D project management. Overall management of R&D funds。-Responsible for R&D target estimation, progress management and assessment; -Responsible for organizing the application of new industries, future industry projects and major collaborative projects; -Responsible for the institutional process construction and end-to-end management of R&D projects, and the construction of embedded integrity risk prevention and control mechanism in the field of technology research and development; -Establish patent administration system and administration. 3. In-service and scientific and technological innovation activities management. -Responsible for the work system, mechanism and system construction of post technology innovation, organize and promote the related activities of post technology innovation; -Take the lead in organizing scientific and technological innovation activities such as science and technology workers' Festival, science and technology Week, forum and conference, and be responsible for the application and recommendation of various awards, events and activities; -Organize in-service innovation activities and results promotion of the company. 4. Scientific innovation mechanism and value management. -Responsible for cooperating with the Human Resources Department to build the company's scientific and technological innovation evaluation system, innovation point system, honor incentive system, formulate relevant management system and organize its operation; -To take charge of the quality management mechanism of the company's scientific and technological achievements, improve the evaluation and evaluation system of scientific and technological achievements, organize and implement the promotion of scientific and technological achievements, and promote the transformation of scientific and technological achievements.Requirements:Master Degree holderYears required and industry exp.：5-7 years；Specific experience required：3 years. Technical background on DICTProficient in MS Word, Excel, PPT, VisioTeam Work and able to work independently under pressureGreat interpersonal skill. Excellent Presentation SkillAble to read and write in Chinese and English. Fluent in oral English and Mandarin.Traveling is required for attending the meeting or industry event. Candidate with experience on the innovation management of China Mobile Group and its subsidiaries is an advantage."
IT Project Officer / Assistant,Guardforce Ltd,1,False,"Hung Hom, Kowloon City District",Information & Communication Technology,,2024-08-14,73073163,https://hk.jobsdb.com/job/73073163,"['UAT', 'RequirementsBachelor', 'Computer Science, Information Teacnology, Business Admoinistration', 'PMO', 'Group', 'Group']","ResponsibilitiesResponsible for initiating, managing and perform post implementation review.Assist in managing and monitoring project accounting, inclusive of budget planning, cost control and payment status, etc.Coordinating with relevant parties to ensure systems requirement, implementation and system change requests are carried out properly on a timely basis.Collaborate and arrange meeting with related parties to follow up project issues.Draft key meeting minutes, regular progress report and UAT status report.Issue signoff request, collect and consolidate project status.Perform any other duties assigned from time to time.RequirementsBachelor degree in Computer Science, Information Teacnology, Business Admoinistration, Operations Engineering or related field.1 year of PMO working experience in IT Projects coordiantion and administration.Experience in areas of operations emgineering (i.e. work simplification, work measurement techniques/skills)Experience in project lifecycleand direct interaction with end users.Good team player, self-motivated, independently, good communication skills and hard working.Fluent in both written and spoken English and Chinese, with conversational Mandrin.Come & Join Us! Attractive remuneration packages will be offered to the right candidate.Interested parties, please send your application together with a full resume stating your present and expected salary & date of availability to:Fax: 2333-3481; orMail: 1/F., Guardforce Centre, 3 Hok Yuen Street East, Hung Hom, Kowloon.Personal data provided in your application will be kept in the strictest confidence. It will only be used for employment-related purposes by any entity within our Group. Applicants not notified within 1 month will be considered as unsuccessful. Unsuccessful application may be kept for another 3 months for new openings or consideration by another entity within our Group before properly shredded.Security Licence No. : 0092"
"Assistant Project Manager, IT & Digital",Prizm,2,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-08-13,78032924,https://hk.jobsdb.com/job/78032924,"['UX/UI', 'the Digital Marketing/Tech TeamResponsible', 'SalesForce', 'SAP', 'UAT', 'Bachelor', 'Information Management', 'Digital Marketing', 'HTML & Web', 'Facebook, Instagram', 'WeiboStrong', 'Project Executive']","PRIZM – More than a Marketing AgencyWe are an esteemed digital agency that focus on websites, e-commerce portals, mobile apps, system implementation and UX/UI design.Are you an enthusiastic marketer that believes the future lies in digital marketing and digital transformation? We are searching for a digitally-minded candidate with strong curiosity and keen to learn about IT project management.Responsibilities:Work closely with the Digital Marketing/Tech TeamResponsible for end-to-end project management tasks related to website, web portal and digital campaign developmentThe tasks include requirement scoping, project plan development, project implementation, and working with other parties on system integration (e.g., SalesForce, SAP, digital payment gateway, etc...)Participate in the UAT process and gatekeeping the quality and usability of work.Coordinate with internal resource and external parties to ensure on time delivery of projectRequirements:Bachelor’s degree in Information Management, E-commerce, or related disciplineAt least 2 years experience in Digital Marketing and IT Project ManagementKnowledge of HTML & Web tracking tools would be an advantageHunger for learning about digital marketing and social media platforms such as Facebook, Instagram, WeiboStrong sense of responsibility, well organized with exceptional problem solving skill with a can-do attitudeBe a good team player with excellent interpersonal and communication skillLess experience will be considered as Senior Project Executive Benefits:5-day work weekPerformance bonusMedical insuranceDental insuranceBirthday leaveWe offer attractive compensation package to suitable candidates. Interested parties, please click ""Apply Now"" to submit your application including your present & expected salary. (Personal data collected will be used for recruitment purposes only.)"
"Senior Business Analyst/ Business Analyst, Service Transformation",Otis Elevator Co (HK) Limited,,True,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-08-08,77929107,https://hk.jobsdb.com/job/77929107,"['Business Administration', 'Information Systems', 'implementation & Preferably', 'MS Office', 'AI', 'Machine', 'OTIS Elevator Company', 'H.K.) Limited']","Job ResponsibilitiesCollaborating with other sections to define, prioritize, and develop digitalization projectsConduct research into the technology or resource requirements for projectsAssist mobile application deploymentProvide training and supports to end usersAnalyzing projects data, including user feedbackPromote and comply the company's digital transformation initiatives and improvement opportunities Job RequirementsDegree in Business Administration, Information Systems, Computer Science or relevant disciplineExperience in Mobile application project implementation & Preferably with Agile project experienceEnthusiastic to mobile applications, and passionate to automation and streamline processKnowledge on MS Office and Adobe Pro CC applications is an advantage Knowledge on IoT, AI and Machine learning will be advantageProficiency in written and spoken Chinese and EnglishGood communications and interpersonal skillsCandidate with less experience maybe considered as Business Analyst We offer remuneration package including attractive salary, comprehensive fringe benefits and excellent opportunities for the right candidate. (*** Employee Scholar Program up to $160,000/ person for each degree***)Website: http://www.otis.com/ [link removed] Information provided by applicants will be treated in strict confidence and will only be used for recruitment related purposes. All information on unsuccessful candidates will be deleted from our files within 24 months.By submitting an application and/or your resume in response to this job notice, you have read and hereby consent to our (i) Personal Information Collection Statement (for Recruitment), [link removed] (ii) Terms of Use [link removed], (iii) Otis Job Applicant Privacy Policy [link removed]. If you do not consent to the above, OTIS Elevator Company (H.K.) Limited and its affiliates will not be able to accept and process your application."
Business Analyst - Cargo Distribution (5-Day Work),Global Logistics System (HK) Co Ltd,,False,"Airport Area, Islands District",Information & Communication Technology,,2024-08-08,77914513,https://hk.jobsdb.com/job/77914513,"['UAT', 'UAT', 'UAT/PT/SIT', 'API & Webservice', 'XML', 'Postman', 'CMS', 'KPI', 'PowerPoint', 'QlikView', 'QlikSense', 'CMS', 'MandarinDeliver', 'Cathay Pacific Airways', 'Airport Express', 'usGlobal Logistics System', 'GLS', 'GLS']","Job Responsibilities: Coordinate, conduct workshops/trainings and meetings to understand business nature, process flow and product implementationWork out the detail requirements and acceptance criteria in (JIRA) User Story, involving with Tech team on feasibility, and documented all user requirements and solutionResponsible for the UAT by preparing the test scope, test scenario and test case, conducting the UAT and documented the result properly on different complicated scenarioParticipate in system overall testing cycle (UAT/PT/SIT) and complete the testing in timely & accurate mannerAssisting on API & Webservice (XML) and Postman, and in-house host webpage and content management system (CMS) integrations with other host-to-host systems connectionsActively initiate and drive continuous improvement of company system and other automated distribution initiativesPrepare communication package, promotion materials, training session and video scripting, ensure sufficient market awareness to both internal and external audiencesDesign, compile and distribute management reports for measuring the KPI/result/usage rate post cutover, providing actionable insight for end user for follow up actions Job Requirements: University degree, preferably in related disciplinesSome experience in aviation industry is an advantageResults-driven individual with proven analytical skills and commercial acumenStrong command of analytical tools e.g. Excel, PowerPoint, QlikView, QlikSense, CMS..etcStrong communication and presentation skillsGood command of English and MandarinDeliver results in timely manner, able to work under pressureEager to learn, easy adopt to change/new initiative and able to pick up the knowledge in a fast mannerWilling to travel oversea for organizing workshop/trainings independentlyWe offer 5-day work and attractive remuneration, medical and dental insurance, provident fund and other fringe benefits including discounted air tickets on Cathay Pacific Airways, recreation subsidy, birthday leave, Airport Express discount and shuttle bus to the right candidate and his/her dependents etc.  Interested parties, please submit your detailed CV, stating your present and expected salary and availability to us.We are an equal opportunity Employer. All CVs and personal data collected are for recruitment purposes and the information will be kept confidential. About usGlobal Logistics System (GLS) plays a major role in the cargo digitalization in the air freight development. Being a IATA Strategic Partner and “Asia first” Cargo iQ CDMP Service Provider, GLS offers a comprehensive end-to-end e-freight integration solutions, connecting 15,500 freight forwarders, 90 cargo carriers, 75+ post offices and terminal operators worldwide. We are now inviting high calibre person to join the team, the right candidate will gain exposure in the air freight & IT industry. For more information, you are welcome to visit our website at https://www.glshk.com/ Follow us on Linkedin:  https://www.linkedin.com/company/global-logistics-system-co-ltd/"
(Generative AI) Business Analyst,Manpower Services (Hong Kong) Limited,5,False,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-08-09,77953096,https://hk.jobsdb.com/job/77953096,"['Generative AI', 'AI', 'RPA', 'ERP']","Job ResponsibilitiesAnalyze business operations and identify areas for improvement through process analysis and optimization.Develop a deep understanding of the organization's standard compliance framework on cybersecurity and data governance.Collaborate with stakeholders to understand business requirements and develop solutions that meet those needs.Assist in writing business cases, project budgets, resource plans, justifications, and other common business operation documentation (e.g. SOPs, flowcharts, sequence diagrams).Develop requirement specifications for IT projects and ensure alignment with business objectives.Work closely with the project management team to ensure effective communication and coordination between stakeholders.Job Requirements5+ years of experience in IT, with a focus on business analysis or a related field. Experience working in a consulting firm is a plusStrong understanding of Generative AI and experience working on AI-related projects is a plus.Excellent interpersonal skills, with the ability to work effectively with stakeholders at all levels.Proven track record of analyzing complex business operations and developing solutions that meet those needs.Experience working in a larger enterprise with standard compliance framework on cybersecurity and data governance.Strong analytical and problem-solving skills, with the ability to translate complex technical concepts into actionable business recommendations.Prompt engineering.Knowledge using or implementing RPA solution is a plus.Nice-to-HaveFamiliarity with CRM, ERP, and other business systems.Experience working with cloud- based technologies and infrastructure.Knowledge of digital transformation principles and practices.Interested parties please send your full resume with your current and expected salary by clicking  'Apply Now'"
Project Manager,Kinetix Systems Ltd,2,False,Kwun Tong District,Information & Communication Technology,,2024-08-07,77894513,https://hk.jobsdb.com/job/77894513,"['ResponsibilitiesProvide', 'RequirementsBachelor', 'Project Management', 'e.g. Project Management Professional', 'Agile Project ManagementFamiliar']","ResponsibilitiesProvide project management services for all kinds of IT projects, with more focus on application system implementation projectsLead project team, communicate with customers throughout the projectResponsible in project deliverables and quality assurance RequirementsBachelor degree or above in Computer Science or IT related disciplinesPossesses at least one valid certification of Project Management (e.g. Project Management Professional, PRINCE2 Practitioner)8+ years of IT experience and 3+ years of Project Manager experienceExperience in Agile Project ManagementFamiliar with system development life cycleSkill set on development tools using Java or .Net based technologyHand-on experience on common relational database such as Oracle, MSSQL, MySQL etc.Government IT project experience will be a define advantage If you enjoy working in a friendly and challenging environment, please apply with your full resume with availability, last/current and expected salary.*All information collected will be used for recruitment purpose only and will be kept strictly confidential*"
Associate Systems Analyst,HKR International Ltd,1,False,Tsuen Wan District,Information & Communication Technology,,2024-08-14,78050313,https://hk.jobsdb.com/job/78050313,"['RFQ', 'Bachelor', 'Computer Science, Information Technology', 'Cloud Services', 'Microsoft Azure & Amazon Web Services', 'ChineseFresh', 'MPF', 'Career Opportunities/Information Technology']","The main responsibility of the incumbent is to support core internal systems as well as develop and enhance systems for the group and its various business units following directions from his/her supervisor. Responsibilities:Support throughout the software development lifecycle for system implementation initiatives, participating in the collection and prioritization of requirements, system design and development, test documentation preparation, as well as deployment and operational support provision.Analyze and translate user needs into business requirements, design, develop and ensure successful implementation with the stakeholdersHandle RFP and RFQ, vendor evaluation and managementProvide routine general user support on various systemsRequirements:Bachelor's degree in Computer Science, Information Technology or related disciplineMinimum 1 year of experience in system development and implementation with practical experience of SDLCExperience in developing web or mobile applications with a solid knowledge of database systems (RDMS/NoSQL), along with a keen interest in data analytics and business intelligenceExperience in Cloud Services (Microsoft Azure & Amazon Web Services) is an advantageGood analytical, problem-solving, and critical thinking abilities Good command of written and spoken English and ChineseFresh graduate is also consideredWorking Location: Tsuen WanBenefits:We offer competitive remuneration package and fringe benefits such as discretionary bonus, annual leave, birthday leave, dental and medical coverage and Top-up MPF scheme based on the employment terms offered. We value our employees’ career development and provide them with a variety of internal and external training opportunities and sponsorship.Application Methods:Online application – Visit our website http://www.hkri.com (Career Opportunities/Information Technology) to complete the online application form;Email – Send your detailed resume and expected salary to ghr@hkri.com;Whatsapp – 6845 7015; Applicants not invited for interview within two months may consider their applications unsuccessful. All information will be used solely for recruitment purpose and will be destroyed when the recruitment process is finished. Personal data provided by job applicants will be used strictly in accordance with the employer’s personal data policies, a copy of which will be provided upon request. "
Senior Data Analyst (Business Planning & Analytics),Hutchison Telecommunications (Hong Kong) Limited,5,False,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-07-30,77644121,https://hk.jobsdb.com/job/77644121,"['ETL', 'Information System', 'Data Science', 'SQL', 'MS Excel', 'Group', 'SIM', 'SIM', 'the CK Hutchison Group', 'the Personal Data (Privacy) Ordinance']","Responsibilities:Design and develop data model to monitor business performance and provide insight.Design, develop, maintain and troubleshoot ETL jobs.Consolidate requirements and communicate with business users and liaise IT for business analysis and reporting.Compile and develop reports to monitor business performance.Provide guidelines to subordinates on technical and business definition.Support ad hoc project as assigned.  Requirements:Bachelor’s degree holder in Information System, Statistics, Data Science or related disciplines.5 years’ relevant experience, preferably in data management/science or CRM and types of telecom, banking or FMCG industry.Excellent analytical skills with strong data sense, with knowledge in Linx/Unix, SQL and programming is preferable.Good team player and able to deal with large quantity of data (high accuracy in tight timeline).Advanced command of MS Excel and Powerpoint. Apart from competitive remuneration package and exciting opportunity for career development within the Group, we provide attractive employee benefits such as free company shuttle, free company SIM card and preferential SIM plan offers, comprehensive medical & insurance schemes, as well as full range of other employee well-being provisions. Interested parties, please apply with full resume, present and expected salary by clicking “APPLY NOW” or eMail: career@hthk.com  We are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in the strictest confidence and handled confidentially by authorised personnel for recruitment-related purposes only within the CK Hutchison Group of companies. The personal data of unsuccessful applicants will be destroyed after the recruitment exercise pursuant to the requirements of the Personal Data (Privacy) Ordinance in Hong Kong."
