Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
Business Development/Operations Specialist - Fin-tech & Financial Services,SmartHire by SEEK,2,False,Tsuen Wan District,Banking & Financial Services,,2024-08-27,77644219,https://hk.jobsdb.com/job/77644219,"['a Business Development/Operations Specialist - Fin-tech & Financial Services', 'payMedical', 'Mon-Fri', 'email)The Jobsdb SmartReward Program', 'SmartReward', 'the Jobsdb SmartReward Program - Terms & Conditions#SmartReward', 'SmartHire']","Our client “Up Way China Bullion Limited'' is seeking a Business Development/Operations Specialist - Fin-tech & Financial Services to join their company!    What you’ll be doing?  Plan, organize and promote online brand activities, promotions, campaignsCollect market feedback and adjust activity plans based on analysis results;Conduct statistical and user analysis and make optimization suggestionsCompetitor Analysis, identifying and analyzing market data to improve brands, marketing activities and products;Identify and assess risks and develop relevant plans to reduce and control the potential impact of risks on the brand.  Who are they looking for?  Bachelor degree or aboveMore than 2 years of business operation or e-commerce experience is preferredHave excellent operational planning and data analysis capabilities, and be able to independently plan business or products.Creative, innovative, detail-oriented, strong promotional planning skills is preferred.Applicants with experience in online promotion planning are preferred.  Why you should consider this opportunity:  Our client offers an attractive remuneration package with fringe benefits to the right candidate, such as  Double payMedical insurancePerformance bonus  Working Hour:  Mon-Fri (9am-6pm) Ready to join this role? Apply now to submit your resume with date of availability and expected salary to us!   All information received will be kept in strict confidence and will be treated only for employment-related purposes.   Refer A Candidate and Earn $2,000 (Click this link to share referral details via email)The Jobsdb SmartReward Program is applicable to this job opening. Applicants who successfully secure this job or refer a successful candidate, will receive the SmartReward as advertised. *By applying to or referring a candidate to this job, you agree to the Jobsdb SmartReward Program - Terms & Conditions#SmartReward #SmartHire"
Business Analyst,HGC Global Communications Limited,5,False,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-08-24,76434235,https://hk.jobsdb.com/job/76434235,"['the Project Team', 'SA&D', 'Information Technology', 'SSADM', 'PL/SQL', 'Shell Script', 'REST', 'XML', 'MobileApp', 'Tomcat', 'andPositive', 'the HGC Global Communications Limited', 'Personal Information Collection Statement']","Responsibilities:  Responsible for business development to project delivery;Perform business process and system flow review and design; and liaise with various stakeholders and business focal points on requirement collection and solution design;Lead / partner with the Project Team to carry out SA&D, agile sprint, as well as implementation and training of the technical solution;Assessments and control reviews to identify gaps, design solutions and execute mitigation measures; Requirement:Degree or above in Information Technology or related disciplines;Minimum 5 years IT experience, with 2 years of solid and traceable business analysis experience in various project areas;Solid experience in business process study and/or system development;Preferably familiar with IT Standards and Methodology such as SSADM, PRINCE, PMP, PRINCE2, etc.Good technical knowledge and experience inOperating System: Windows, Linux and Unix;Programming Languages: Power Builder, Java, Javascript, PL/SQL, Shell Script, Web Service (SOAP, REST), XML, JSON, MobileApp language (Objective-C / Swift / Android);Software / System / Tool: Apache, IIS, JBOSS, Jmeter, Tomcat, Weblogic;Database: Oracle, MySQL, MSSQL a plus.Strong project management and leadership skills, with good communication (verbal and written), presentation and interpersonal skills; andPositive attitude, self-motivated, quality driven, fast learning, energetic, able to perform in challenging environment. Prefer worked in and familiar with telco process but not mandatoryMust have end to end process design skills, not just for single system, and have worked across organization wide, or multi-platform systemsFamiliar with Lead to Order skills, i.e. sales, CRM, omnichannel, with clear understanding of how sales processes are integrated to downstream billing, fault management and provisioning, OR/Familiar with telco Engineering operations processes, especially around provisioning service orders and service management We offer competitive salary package and career development opportunity. Free company coach is provided. Interested parties, please quote our reference number and apply with full resume, present and expected salary, by clicking ""APPLY NOW"". We are an equal opportunity employer and welcome applications from all qualified candidates. Information provided will be treated in strict confidence and only be used for consideration of your application for the relevant post within the HGC Global Communications Limited. Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available upon written request. Information of unsuccessful candidates will be destroyed within six months."
Business Analyst  ( 1 Year Contract ) | AI Project,Osmium Consulting Group Limited,1,False,"Tseung Kwan O, Sai Kung District",Information & Communication Technology,,2024-08-26,78370967,https://hk.jobsdb.com/job/78370967,"['AI', 'AI', 'AI']","About the Role:We are looking for a Business Analyst who is passionate about working with our clients and internal teams to deeply understand business challenges and translate them into exceptional virtual assistant experiences. This role demands meticulous attention to detail, outstanding communication skills, and creative, user-focused thinking.You will collaborate to write user stories, design conversational flows, develop test cases, and support our product lead in delivering intuitive and effective AI solutions. The role will work closely with clients and users to analyze needs, troubleshoot issues, and continuously enhance our virtual assistants. It will also involve researching problems, evaluating proposed features, and bringing innovative ideas to life.Responsibilities:Work with cross-functional teams to unpack business objectives and user needsTranslate complex requirements into detailed user stories and specificationsDesign conversational flows that deliver natural and seamless interactionsAssist in writing test plans to ensure product quality and alignmentSupport agile sprints by continuously refining requirements and storiesAnalyze product usage to surface opportunities for improvementStay updated on the latest in conversational AI and virtual assistantsRequirements:1-2 years of experience in business analysis, SaaS preferredGreat analytical abilities and attention to detailExcellent written and verbal communication skillsComfortable working in fast-paced agile environmentsPassionate about enhancing user experiencesCreative thinker able to suggest innovative approachesBackground in conversational AI a plus"
Insurance Business / Testing Analyst,OAC Group Limited,2,False,Hong Kong Island,Information & Communication Technology,,2024-08-27,78388461,https://hk.jobsdb.com/job/78388461,['Business / Testing Analyst'],"Multinational to medium-size insurance companies are looking for business / testing analysts at various levels for the business growth. Business / Testing Analyst  Responsibilities: Participate in various insurance projectsEnsure the quality and timely delivery of the assigned projectsCollect and analyze information from users for preparing user requirementsLiaise with users, IT, vendors for business solution design and enhancementPerform User Acceptance Test (UAT)Conduct end-user trainingSupport ad hoc production issuesManage project timeline and progress Requirements: University graduate; with 2+ years’ BA experience in insurance projectsGood analytical and problem solving skillsDetail-oriented and strong communication skillsGood team player and able to work independentlyAble to work under pressure and meet tight deadlinesProject maangement skills would be a plusGood command of both written and spoken English and Chinese"
(Assistant) Officer – Business reporting/ Analysis *Fresh graduates are welcome,San Miguel Brewery Hong Kong Limited,1,False,Sha Tin District,Sales,,2024-08-22,78282151,https://hk.jobsdb.com/job/78282151,"['Business Administration', 'Information System', 'disciplines1', 'PowerpointImmediate']","Responsibilities:Assist to develop and modify sales & distribution information systemPrepare sales reports to management on a regular or ad hoc basisAnalyze report data and trends for management reviewDevelop dashboard, workflow charts and visual diagrams to provide valuable business perspectivesRequirement:Degree in Business Administration, Information System, Statistics or related disciplines1 year experience in handling sales information, sales reports and system administration. Fresh graduates will also be consideredGood analytical, communication and interpersonal skillsProficient in MS office software applications including Excel and PowerpointImmediate available candidate will be an advantageWe offer attractive pay package, comprehensive training and career prospects. Interested parties please send the detailed resume including present salary and expected salary to us. To learn more about us, please visit our website http://info.sanmiguel.com.hk/ .Personal data collected is solely for recruitment and employment related issues. It will be kept in strict confidence and disclosed only to those who have a legitimate interest in the application. If the application is unsuccessful, the whole document will be destroyed immediately upon the conclusion of the employment decision."
"Business Analyst, Vendor Management",AT Global Services Limited,5,False,"Wan Chai, Wan Chai District",Banking & Financial Services,,2024-08-23,78307738,https://hk.jobsdb.com/job/78307738,"['Global Services', 'Operations Team', 'Business Administration', 'EnglishCapable', 'Business Analyst']","AT Global Services is seeking potential talent who is attention to detail, self-motivated, open-minded, independent, communicative to join our Operations Team.Reporting to Associate Director, this position is responsible for managing vendors. This role acts as a bridge to increase the internal cross-departmental / cross-regional vendors collaborations.Responsibilities:Develop in-depth understanding of Business process, platform and technology capabilities, and technical requirements within the Business.Work closely with external vendors to communicate user requirements and ensure the successful implementation under business needs.Seamlessly integrating new systems, applications, and programs with business processes and operations.Presenting system development proposals to Management and obtaining their approval.Implementing new innovations in the field of system and enterprise architecture.Assist in troubleshooting, and follow up on bugs and errors with development teamAssist in project management Handle ad-hoc project assignmentRequirements:Master or Bachelor degree in Business Administration or any related disciplinesGood command in written and spoken Mandarin and EnglishCapable to handle frequent traveling between overseasAt least 5 years of Business Analyst experience, preferably in Payment / Bank / Financial Services industryExcellent interpersonal skills and communication skillsSelf-motivated, open mindset, ownership mindset, good problem solving and troubleshooting skills with strong ""can-do"" attitudeDeadline sensitive and able to work independently and under pressureGood relationship and network with client would be an advantage We offer an exciting career opportunity and competitive remuneration to the successful candidate. Please send us your detailed resume with current and expected salary by clicking “Apply Now”All information provided will be treated in strict confidence and used solely for the recruitment purposes."
Business Analyst (IT Projects),A&A Limited,2,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,"$18,000 - $27,000 per month",2024-08-09,77960032,https://hk.jobsdb.com/job/77960032,"['A&A', 'Aspiration meets Application', 'AI', 'ResponsibilitiesConducting', 'User Requirement Documents', 'UAT Test Plans', 'User Manuals', 'SolutionsCombined Systems', 'Mobile Application', 'AI Application', 'UX/UI', 'Project ExamplesOur', 'Chatbot Development for Government Departments', 'EdTech', 'Education InstitutesMobile Application with Membership Loyalty Program', 'Content Management System for Government Departments', 'UniversitiesWeb Portal', 'eForm', 'Information Systems', 'MS Office', 'PowerPoint', 'skillA', 'the International Institute of Business Analysis', 'Government, University', 'NGO', 'A&A Limited']","Business Analyst | A&A LimitedA&A's mission: We're here to make digital transformation happen!About A&AAt A&A – where Aspiration meets Application – we are a leading digital business consultancy firm. Our expertise lies in assisting a diverse array of clients, including Government Departments, Public Sector entities, Universities, NGOs, and other commercial sectors.We excel in addressing challenges and boosting efficiency through digital solutions such as web and mobile applications, AI chatbots, learning management systems, and other web-based applications/ systems.For more details, please visit our website: https://www.aa-limited.com/ Your RoleAs a Business Analyst, you'll play a pivotal role within our team, bridging the gap between business needs and cutting-edge digital solutions. Your role will involve:ResponsibilitiesConducting user requirement interviews and workshops to understand and collect requirements for digital projects (Website/ Web Portal/ Mobile App/ AI Chatbot)Displaying empathy and understanding towards users' needs, and translating these into detailed documentation.Preparing User Requirement Documents, Process Flows, UAT Test Plans, and User Manuals.Providing user training and support, ensuring our clients can effectively use our digital solutions.Executing functional tests and evaluating results to ensure the accuracy and quality of complex system changes. Service/ SolutionsCombined Systems, Mobile Application, Website, Web-based systems, Web Portal, AI Chatbot, AI Application, UX/UI design, and others from the latest digital trend Project ExamplesOur team is working on various IT projects for clients from different industries. Some of the project examples include:Chatbot Development for Government Departments Generative AI-empowered EdTech solutions for Education InstitutesMobile Application with Membership Loyalty Program for Restaurant GroupsWebsite with Content Management System for Government Departments and UniversitiesWeb Portal with eForm submission and management module for Government Departments and NGOMany more others…  What We're Looking ForRequirementsA minimum of 2 years of experience in project management, business analysis, or product development in the digital or IT industry.Degree Holder or above in related disciplines e.g. Computer Science, Information Technology, Information Systems, etc.Proficiency in Chinese and English (Cantonese is a must, Putonghua is a plus).Proficiency in MS Office (PowerPoint, Excel, Word)Good communication skill and writing skillA proactive problem solver with a can-do attitude who thrives in a fast-paced work environment.Understanding of IT concepts and software development life cycle (SDLC) Experience with government or university IT projects would be an advantage.Relevant certifications would be an advantage (e.g. Certified Business Analysis Professional (CBAP) certification, the International Institute of Business Analysis (IIBA) Certification) Reasons to joinJoining our team presents a great opportunity to work on IT projects for industries like Government, University, NGO and other commercial sectors. Our team is dedicated to delivering successful projects through the use of the latest technologies and trends in the IT industry.We are striving for innovations and we are working on trending technologies (e.g. Generative AI). You will have chance in manging the disruptive projects which are new and challenging in the market.We value strong leadership and communication skills, as well as excellent organizational abilities. With us, you will be part of a dynamic and collaborative team that is committed to delivering quality results. We provide a great working environment and offer competitive salaries and benefits. Join us and be part of a team that is passionate about making a difference in the world of IT.Excellent exposure to different types of digital solutions and industriesPassionate and dynamic team members and work environment5 days’ workFlexible working hoursMedical allowanceCareer advancement opportunitiesPerformance BonusFree snacks and drinksAn office located in Kwun Tong grade-A building with a panoramic Victoria Harbour view Interested?If you're ready to take the next step in your career and make a meaningful impact in the digital world, click ""Apply Now"" to submit your application.Join us at A&A Limited, and be a part of transforming the digital landscape!"
IT Business Analyst,JFE Consulting Limited,,False,Kowloon,Information & Communication Technology,,2024-08-23,78316811,https://hk.jobsdb.com/job/78316811,"['Provide Project Management', 'Information Technology, Business Administration', 'ChineseCandidate']","Our client is a leading IT CompanyResponsibilities:Provide Project Management to the business.Prepare project document works and presentation materials.Involove in project planning, tetsing and implementation of product launch and system enhancement.Ensure the requirements are correctly communicated for the project.Requirements: Degree holder in Information Technology, Business Administration in computing major or related principles.Minimum of 2 yeras of solid expereince in project management.Proficiency in both spoken and written English and ChineseCandidate with more expereicne will be considered as Senior Business Analyst. Being a team member , You can enjoy:Competitive salary package with attractive Fringe Benefits, including:Great Company Culture with friendly team membersFive-day work week with flexible working hoursMobile and Transport allowancesBYOD Sponsorship12 Days Paid LeaveWedding, maternity, paternity, birthday, study and exam leaveComprehensive medical and dental insurance coverageAttractive education and examination allowanceProfessional training and career advancement opportunities "
Business Analyst (Project Budgeting & Forecasting on Project Resource),EDPS Systems Limited,3,False,Hong Kong,Information & Communication Technology,,2024-08-23,78302310,https://hk.jobsdb.com/job/78302310,"['Business Administration', 'Microsoft', 'Social Service Operations', 'Child Care Services', 'Rehabilitation Services', 'Elderly Services', 'HR Department', 'Harcourt House', 'Group']","Responsibilities:Seconded to our clients of public sector to assist in taking forward the design and development work.Responsibilities:Defining business requirements with detailed business analysis, project problem statement, opportunities;Translate business process into system requirement by analysis, design, system modelling and preparing specifications then reporting them back to project stakeholders; Provide initial project budgeting and forecasting on project resource; Help to evaluate-recommend technologies, products and solutions; Involve in various stages of system design and development cycles; and Support users in different levels and trouble-shoot complex technical issues.Requirements:A recognised degree holder in Business Administration, Computer Science or IT related discipline;3 - 5 years of Business analyst or related IT work experience in project and solution implementation; Familiar with the whole software development lifecycle, business analysis and database modelling skills; Proficiency in data analytics tools, Microsoft office suite, Photoshop, presentation materials preparation; Relevant experience and demonstrates understanding on Social Service Operations (Integrated Family Services, Child Care Services, Rehabilitation Services, Elderly Services) in an NGO is a plus; Knowledge in professional standards and methodologies; Excellent analytical and troubleshooting skills with good project management, documentation and problem-solving skills; Self-motivated, strong sense of responsibility and strive for excellence; Ability to complete highly detailed tasks with attention to quality, completeness and timeliness; Excellent communication, interpersonal skills and vendor management; and Good command of both written and spoken English and Chinese. Interested parties please send detailed resume with present/expected salary to HR Department.Address: Room 1202, 12/F, Harcourt House, 39 Gloucester Road, Wanchai, Hong Kong.Tel: 2838-6813Fax: 2838-6776Visit our website for more jobs: www.edps.com.hkWe are an equal opportunity employer and welcome applications from all qualified candidates. Personal data collected will be treated in strictest confidence and handled confidentially by authorized personnel for recruitment-related purposes within the Group. Applicants not hearing from us within six weeks from the date of advertisement may consider their applications unsuccessful. "
Project Executive at Green Tomato Limited,SmartHire by SEEK,,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-08-27,78200762,https://hk.jobsdb.com/job/78200762,"['Project Executive', 'Business/Marketing/Computer Science', 'LeaveBank', 'Candidate', 'email)The Jobsdb SmartReward Program', 'SmartReward', 'the Jobsdb SmartReward Program - Terms & Conditions#SmartReward', 'SmartHire']","Our client “Green Tomato Limited"" is seeking a Project Executive join their company!    What you’ll be doing?    Work with the Business team as a task force to manage a full set of projectMonitors the progress of project deliveriesRequirements gathering, analysis to meet clients’ need in a responsive mannerCoordinates with internal team (technical and design) for the project progressionSupport system rollout, deployment, and on-going support Who are they looking for?  Degree holder preferable in Business/Marketing/Computer Science or related disciplineUnderstand mobile and digital service operationPractical experience in the mobile or advertising agency industry will be preferred.Work experience or assist in preparing user requirement specifications, test plan, and test case would be an advantageDetail-minded, good coordination and communication skillsA good team player who is mature and can work independentlyCandidates with more experience will be consider as more senior position   Why you should consider this opportunity:  Our client offers an attractive remuneration package with fringe benefits to the right candidate, such as  Performance Bonus Discretionary BonusMedical AllowanceBirthday LeaveBank holidays   Working Hour:  Monday to Friday (9:00 am - 6:00 pm)  Ready to join this role? Apply now to submit your resume with date of availability and expected salary to us!   All information received will be kept in strict confidence and will be treated only for employment-related purposes.  Refer A Candidate and Earn $2,000 (Click this link to share referral details via email)The Jobsdb SmartReward Program is applicable to this job opening. Applicants who successfully secure this job or refer a successful candidate, will receive the SmartReward as advertised. *By applying to or referring a candidate to this job, you agree to the Jobsdb SmartReward Program - Terms & Conditions#SmartReward #SmartHire"
Senior/Business Analysis Manager - Business Banking,ZA Bank Limited,7,False,"Cyberport, Southern District",Information & Communication Technology,,2024-08-27,78398989,https://hk.jobsdb.com/job/78398989,"['Business Banking', 'FCC', 'Business Banking', 'the Product Management']","Key Responsibilities:Support the continuing development and improvement of the processes, structures, capabilities, capacity, operating model and infrastructure needed to maximise the end to end integration, effectiveness and efficiency.Coordinate, manage and support delivery of special projects and high priority initiatives to improve controls, compliance as well as operational efficiency.Participate in system development workgroups, conduct business impact analysis, provide requirements from business perspectives and monitor project progress.Act as a liaison between Business Banking and the wider organisation , including support functions (e.g., IT , Operations, Compliance, FCC, etc.).Help to ensure robust risk assessment, escalation, governance and compliance aligned with regulatory requirements and internal policies for Business Banking.Provide general business analysis support to the Product Management team, identify potential issues, and suggest appropriate solutions.Requirements:Minimum of 7 years of experience in banking or financial institutions.Experience in product development, business planning/management, and risk and control management.Familiarity with Business Banking/Commercial Banking.Excellent project planning and management abilities.Detail-oriented and self-motivated.Strong communication, analytical, and problem-solving skills.Adaptability to changes and challenges.Proficiency in both English and Cantonese, fluency in Mandarin is an advantage.Applicants who are not invited for an interview within the 8 weeks after submission of application may assume their applications unsuccessful. We may review applications received for suitability for other posts within the Company. All personal data provided will be treated in strict confidence and used strictly for recruitment-related purposes only. We shall retain the personal data of unsuccessful applicants for a period of 24 months upon receipt of such application."
(Up to 55K-75K) System Analyst/ Analyst Programmer / Business Analyst,Seamatch Asia Limited,6,False,"Central, Central and Western District",Information & Communication Technology,,2024-08-26,78369964,https://hk.jobsdb.com/job/78369964,"['Banks, Government, Government', 'Utilities', 'ProgrammerFor Business Analyst', 'Bank', 'PHP/React.js', 'PL/SQL', 'BI/ETL', 'PMP/', 'ITIL']","Our clients include Banks, Government, Government related organizations, Utilities, Conglomerates etc.  Due to expansion, would like to recruit IT professionals to join their IT Team. Responsibilities:                                                                    Participate in the implementation for various projects.Perform system design and analysis based on user requirement.Prepare system and program specification.Perform testing and prepare related document.Work with and support project members in the project delivery process with emphasis on users’ role and responsibilities, test plan, user acceptance, user training, user procedures and related documentation Requirements:Degree in Computer Studies equivalent or aboveFor System Analyst, at least 6 years' experience in system development, in which 2 years must be at Systems Analyst level, less experience will be considered as Analyst ProgrammerFor Business Analyst, 2+ years' Bank experience in requirement gathering and analysist, perform system testing, user acceptance test, more experience will be considered as Senior positions, fresh / less experience will also be considered.   Either Experience in Java, J2EE or .NET or Web (PHP/React.js, /Node.js /Vue.js) or PL/SQL or Mobile (iOS/ React Native / Android / Flutter) or BI/ETL Experienced BA candidate with PMP/ or ITIL certificate will consider as (Assistant) Project Manager Less experience or Fresh Graduate will also be considered."
Business Analyst (Major Insurance Firm),Cornerstone Global Partners,,False,"Central, Central and Western District",Information & Communication Technology,"$30,000 - $40,000 per month",2024-08-23,78310281,https://hk.jobsdb.com/job/78310281,[],"Key Responsibilities:Collect, analyze, and interpret complex business and insurance data to identify trends, patterns, and opportunities for improvementDesign and develop data models, dashboards, and reports using tools like QlikView or equivalentTranslate business requirements into technical specifications and collaborate with cross-functional teams to implement solutionsProvide data-driven insights and recommendations to support business strategy and decision-makingCommunicate findings and recommendations effectively through presentations and written reportsParticipate in project management activities, including planning, tracking, and reportingRequired Qualifications:University degree in mathematics, statistics, business analytics, information systems, computer science, or a related disciplineDemonstrated ability to analyze and interpret business and insurance/financial data with sound presentation skillsStrong understanding of the insurance industry (highly desirable)Knowledge of AWS (an advantage)Proficient in problem-solving, with excellent interpersonal and project management skillsDetail-oriented and well-organizedKnowledge of building dashboards using QlikView or equivalent tools (a plus)"
Financial Analyst / Senior Financial Analyst at S.F. Express (Hong Kong) Ltd,SmartHire by SEEK,3,False,"Tsing Yi, Kwai Tsing District",Accounting,,2024-08-27,78094065,https://hk.jobsdb.com/job/78094065,"['S.F. Express', 'Financial Analyst / Senior Financial Analyst', 'Assist in budget & rolling forecastPrepare different management', 'Finance', 'PowerPoint', 'VBA', 'BI', 'email)The Jobsdb SmartReward Program', 'SmartReward', 'the Jobsdb SmartReward Program - Terms & Conditions#SmartReward', 'SmartHire']","Our client “S.F. Express (Hong Kong) Ltd"" is seeking a Financial Analyst / Senior Financial Analyst to join their company!    What you’ll be doing?    Assist in budget & rolling forecastPrepare different management reporting and business analysisPrepare cost analysis and streamline operation modelPrepare ROI modelling for different new business or business units or product;Prepare presentation materials for monthly management reviewPerform ad-hoc tasks per request  Who are they looking for?  Bachelor's Degree in Finance or Accounting or related disciplineMinimum 3 years’ experience in finance and accounting functions, preferably in management accountingSolid experience in cost modelling, financial analysis and management reportingExcellent in Excel and PowerPoint skills. Knowledge in MS VBA and BI tools is a plusResponsible, detail-minded, strong analytical, able to meet tight deadlinesExperience in Logistic company is a plusGood command of written and spoken English, Cantonese, and MandarinDepending on experience, candidates may be considered for the role of Senior Financial AnalystImmediately available is an advantage  Why you should consider this opportunity:  5 day work weekMedical insurance  Ready to join this role? Apply now to submit your resume with date of availability and expected salary to us!   All information received will be kept in strict confidence and will be treated only for employment-related purposes.   Refer A Candidate and Earn $2,000 (Click this link to share referral details via email)The Jobsdb SmartReward Program is applicable to this job opening. Applicants who successfully secure this job or refer a successful candidate, will receive the SmartReward as advertised. *By applying to or referring a candidate to this job, you agree to the Jobsdb SmartReward Program - Terms & Conditions#SmartReward #SmartHire"
Senior Business Analyst - Banking Projects (Five day work weeks),Excel Technology International (Hong Kong) Limited,,False,Hong Kong,Banking & Financial Services,,2024-08-26,78364346,https://hk.jobsdb.com/job/78364346,"['Information Technology, Business Administration', 'Excel Technology International', '5th Floor', 'King’s Road']","Responsibilities:Act as a key interface between business users and technical developers.Perform feasibility study for new IT initiatives and business analysis on banking/insurance applications.Prepare User Acceptance Test (UAT) plans and coordinate overall UAT.Assist in project management and implementation.Requirements:Bachelor’s degree in Information Technology, Business Administration or equivalent.Knowledge of banking applications preferred.Self-motivated, possess analytical-mind and excellent problem-solving skills.Able to work with end users, in-house development team and external vendors.Good command in written and spoken English and Chinese.For application, please send your resume with current and expected salary to Human Resources Manager, Excel Technology International (HK) Limited, 5th Floor, 663 King’s Road, North Point, Hong Kong or click Apply Now.Data collected from applicants will be kept confidential and only be used for recruitment purpose."
Data Analyst (40k),Manpower Services (Hong Kong) Limited,,False,"North Point, Eastern District",Information & Communication Technology,,2024-08-28,78426572,https://hk.jobsdb.com/job/78426572,"['Data Analyst', 'Statistics, Mathematics, Computer Science', 'Power BI']","Our client is now looking for Data Analyst (40k) to join their team. Responsibilities:Responsible for collecting, collating and analysing various types of business data to ensure the accuracy and completeness of data.Using data analysis tools and techniques, conduct in-depth mining and analysis of large amounts of data to extract valuable information and insights.Construct data analysis model and reporting system to provide data support and basis for company's decision making.Work closely with cross-functional teams to understand business needs and provide targeted data solutions.Write data analysis reports on a regular basis, clearly articulate data analysis results and recommendations.Continuously monitor and evaluate data indicators, identify anomalies and trends in data, provide timely feedback and make recommendations for improvement.Requirements:Bachelor degree or above in Statistics, Mathematics, Computer Science and other related majors.Solid data processing and analysis skills, proficient in SQL, Python, R, Power BI, Tableau and other data analysis tools.Familiar with Jira, Confluence, Clickup, Trello, Asana or similar tools)Good data visualisation skills, able to present analysis results in an intuitive and easy-to-understand form.Interested parties please email a MS Word version resume and expected salary to luke.he@manpowergrc.hk for further information. "
Project Manager / Assistant Project Manager at Nixon Technology Co Ltd,SmartHire by SEEK,5,False,Kwun Tong District,Engineering,,2024-08-27,78085332,https://hk.jobsdb.com/job/78085332,"['Nixon Technology Co Ltd', 'Electrical & Extra Low Voltage', 'ELV', 'Electronics Engineering', 'Project Management', 'ELV Systems', 'Network Structure CablingExcellent', 'MS Project', 'PowerPoint', 'email)The Jobsdb SmartReward Program', 'SmartReward', 'the Jobsdb SmartReward Program - Terms & Conditions#SmartReward', 'SmartHire']","Our client “Nixon Technology Co Ltd"" is seeking a Project Manager / Assistant Project Manager to join their company!    What you’ll be doing?    Supervise subordinates in project operation, cost and quotation analysis, quality control and logistic to fulfil the tight timeline setLiaise with clients, designers, main contractors, sub-contractors, consultants and vendersMonitor and supervise all Electrical & Extra Low Voltage (ELV) and Network Structure cabling projectPrepare system drawings including layout drawing, pipe duct details, plant room details, etc as well as equipment and individual preparation and submission for approval and procurementPrepare tender, job budget estimation and submission Who are they looking for?  Higher Diploma or above in Electronics Engineering or equivalentMinimum 5 years of Project Management experience specialize in ELV Systems and Network Structure CablingExcellent project management skillsGood communication, presentation and interpersonal skillsGood command in MS Project, PowerPoint and AutoCADLess experience will be considered as Assistant Project Manager  Why you should consider this opportunity:  Our client offers an attractive remuneration package with fringe benefits to the right candidate, such as  Medical insuranceDental insuranceEducation allowanceTransportation allowanceMobile Allowance  Working Hour:  5 days work week, alternative half day Saturday  Ready to join this role? Apply now to submit your resume with date of availability and expected salary to us!   All information received will be kept in strict confidence and will be treated only for employment-related purposes.   Refer A Candidate and Earn $2,000 (Click this link to share referral details via email)The Jobsdb SmartReward Program is applicable to this job opening. Applicants who successfully secure this job or refer a successful candidate, will receive the SmartReward as advertised. *By applying to or referring a candidate to this job, you agree to the Jobsdb SmartReward Program - Terms & Conditions#SmartReward #SmartHire"
