Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL,Frequent Words,Job Description
CAD Technician (High Jewellery),CHOW TAI FOOK JEWELLERY CO LTD,3,False,Central and Western District,Design & Architecture,,2024-08-23,78308928,https://hk.jobsdb.com/job/78308928,"['JobProviding', 'CAD', 'CAD', 'MatrixGold', 'JewelCAD', 'CorelDRAW.3-5 years', 'Microsoft Office']","About the JobProviding support on creating, amending and maintaining CAD design & modeling.Support designers in creating 3D renderings and overseeing production schedules with factory.Review and provide feedback on 3D technical renderings from factory.Key ResponsibilitiesProviding support on creating, amending and maintaining CAD design & modeling.Support designers in creating 3D renderings and overseeing production schedules with factory.Review and provide feedback on 3D technical renderings from factory.Manage and produce waxes for the jewels.Use CAD software to create detailed drawings and models of high-end jewellery pieces.Work closely with the design team to develop and refine jewellery designs.Ensure that jewellery designs are both aesthetically pleasing and technically feasible.Create 3D models of jewellery pieces, including detailed specifications for materials, dimensions, and finishing techniques.Collaborate with the production team to ensure efficient and high-quality manufacturing of jewellery designs.Use technical skills and creativity to bring exquisite jewellery designs to life.Assist in inventory management with the team.RequirementsAt least 3-5 years of experience using Rhino, MatrixGold, JewelCAD, Photoshop, Illustrator, and CorelDRAW.3-5 years of design and factory production experience, familiar with the production process and factory operations.An independent, responsible, flexible and proactive person, with team spirit and problem-solving ability.Proficient in Microsoft Office.Good writing and verbal communication skills, e.g. Cantonese, Mandarin (English is a plus).Willing to travel to different locations for work. We offer excellent career opportunities, attractive remuneration package & benefits to the right candidate. Interested parties please apply by clicking ""Apply"" with a full resume stating the latest and expected salary. All information collected will be used for recruitment purposes only."
Assistant/ Acoustic Engineer (大灣區青年就業計劃),Fujikon Industrial Co Ltd,3,True,Sha Tin District,Engineering,,2024-08-24,78337545,https://hk.jobsdb.com/job/78337545,"['ANC', 'ANC', 'Bachelor', 'Electronic/Acoustical/Physics/Computer Engineering2-3 years', 'DSP']","Responsibilities: -Work with customers and cross-functional teams to ensure smooth engineering process from concept to mass productionDesign the sound, acoustic, and active noise cancellation (ANC) for consumer productsCarry out product validation prior to start of toolingConduct Acoustic/ANC verification and sound quality anaylsisManage suppliers to ensure qualified partsCollaborate with production engineers to maintain quality controlSupport management in enhancing sound development processRequirements : -Hold at least a Bachelor's degree in Electronic/Acoustical/Physics/Computer Engineering2-3 years working experienceStrong interest and understanding of audio electronics, software, digital signal processing (DSP) fundamentals, and acoustic system designDemonstrate good spoken English and the ability to write technical documents clearly and conciselyExcellent presentation skillsFrequently travel to Dongguan factory is requiredFresh graduated will also be considered"
Front-End Developer,China Mobile Hong Kong Company Limited,5,False,"Kwai Hing, Kwai Tsing District",Information & Communication Technology,,2024-08-22,77817035,https://hk.jobsdb.com/job/77817035,"['CHINA MOBILE HONG KONG COMPANY LIMITED', 'China Mobile Limited', 'CMHK', 'Bachelor', 'HTML', 'CSS', 'JavaScript', 'jQuery', 'AJAX', 'WebSocket', 'Rollup']","CHINA MOBILE HONG KONG COMPANY LIMITED (""CMHK"") is the wholly-owned subsidiary of China Mobile Limited (HKEx: 941) , which ranks 55th on the Fortune Global 500.Our company strives to offer superior service experience and to become a first-class service provider in the development of digitalized and intelligent Hong Kong. We are preserving an environment with trust, responsibility and caring. At CMHK, we commit to maximizing people’s potential and paving the way toward success for every striver. We are now inviting high caliber professional to join us.Division : DICT CentreIn this position, you will:Mainly responsible for the front-end development and maintenance of industry solutions, ensuring the platform is delivered and operated with quality and quantity.Responsible for user experience design and interaction design.Responsible for the development and implementation of user interface presentation for industry solutions, including PC, large screen, and mobile terminals.Responsible for the development of visualization display and analysis functions.Responsible for system code maintenance, iterative updates, ensuring task quality and timely delivery.Responsible for writing related technical documents and ensuring product quality. To be successful in this position, you should meet the following requirements:Education: Bachelor’s degree or above, preferably in communication engineering, computer software, or related fields.Work Experience: At least 5 years of work experience.Technical Background:Solid programming foundation, proficient in HTML, CSS, JavaScript, jQuery, AJAX, WebSocket, etc.Proficient in Vue3 and understand its design principles.Familiar with front-end and back-end separation and have practical work experience.Pursue user experience, actively think about front-end experience issues, and be able to propose reasonable solutions based on business needs.Familiar with front-end engineering tools such as webpack, Rollup, Vite, etc.Passionate about technology, keen to explore and apply cutting-edge front-end technologies, and possess strong learning ability.When you work:5 days work8 hours/dayWhat you enjoy:Discretionary Performance bonusLife insuranceMedical insuranceEducation subsidiesBirthday giftMarriage leaveBirthday leaveStaff discountCMHK is committed to be an equal opportunity employer. We offer exceptional benefits package and the opportunity to work in a challenging environment. Personal data provided by applicants will be treated strictly in accordance with our personal data policy and for recruitment purposes only.Please submit your application to us by clicking the APPLY NOW button and send your full resume with your availability, current and expected salary to us."
Senior Solution Architect- Large FS; Permanent role,Michael Page International (HK) Ltd,10,False,Central and Western District,Information & Communication Technology,"bonus, healthcare, MPF, medical",2024-08-15,78097035,https://hk.jobsdb.com/job/78097035,"['FS', 'Solution Architecture/Technology Project', 'FS', 'FS', 'ResponsibilitiesParticipate', 'FinTech', 'FinTech', 'TypeScript', 'Microservices, Terraform', 'ChineseGood', 'Mandarin福利待遇 Corporate']","A key client in the region is building a IT Fintech team for a major FS project and is looking to fill 2 crucial roles at Senior grade.Feel free to reach out to myself or if you possess the following:- 10+ years of Solution Architecture/Technology Project experience- Exposure to Finance solution design- Strong communications skills and FS project exposure客户简介Our client is a reputable financial institution headquartered in HK, a strong international presence. They provide quality FS products with a strong reputation and have excellent business performance in recent years. They are currently looking for a Senior Solution Architect to be responsible for IT Fintech, Software development & Architecture design.工作内容Major ResponsibilitiesParticipate in designing, coding, testing, debugging, documenting and implementing FinTech projectsResponsible for development of different FinTech initiatives, blockchain-based applications as well as maintenance of existing application systemsDesign and develop systems specification, analyse and define user requirementsAssist in managing scope, progress, cost, resources and stakeholders' expectations to deliver the project within timeline and budgetCollaborate closely with all the other teammates and committed to achieve the overall targets of the team理想的求职者RequirementsUniversity education with over 10 years' experience in system development preferably in financial sectorFamiliar with Agile development methodologiesEnthusiastic on learning new technologyPrior working experience in NodeJS, TypeScript, Python, GraphQL, Microservices, Terraform, Java Spring Boot, Docker, Kubernetes (K8s), CI/CD tools and cloud-based application design will be an advantageGood technical writing skillGood written and communication skills in English and ChineseGood command of English, Cantonese and Mandarin福利待遇 Corporate and professional working environmentExcellent Brand Name in the marketFast paced, high growth with opportunities to work with top talents and leaders in the marketTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Joelle Chow on +852 2848 4742."
"Assistant Manager, Business Analyst",Cornerstone Technologies Holdings Limited,3,False,"Tsim Sha Tsui, Yau Tsim Mong District",Consulting & Strategy,,2024-08-07,77903958,https://hk.jobsdb.com/job/77903958,"['EV', 'Business / Technical', 'PutonghuaGood', 'the Human Resources & Administration']","Cornerstone is the Company at leading position in EV charging services industry. We are now looking for a high caliber like you to join us to fast-track your career with us.Responsibilities:Participate in business / technical requirements gathering sessions to produce business process flows, functional requirement, and related documentation for bridging the gap between IT and the businessAnalyze requirements to produce project and technical design related documentationsReview current and future business process with stakeholders to ensure the development process are effectively synchronized with project / technical design Provide support including preparations / support of quality assurance test plans / test cases and perform testing before project / system release / rolloutWork closely & being the communication bridge between internal / external end users and technical development teamWork closely with development team to deliver quality solutionMonitor project progress and co-ordinate with various stakeholders for necessary resourcesPerform ad-hoc duties as assigned Requirements:Bachelor's degree in Business / Technical or related disciplinesAt least 3 years of relevant experienceHand-on experience in IT project and writing business analyst documentsWilling to learn new concepts and improve personal / team abilitiesGood command of written and spoken English and Chinese as well as PutonghuaGood communication, interpersonal and presentation skills and able to work with different internal and external stakeholdersSelf-motivated, responsible, well-organized, detail-oriented and willing to learnTechnical background is preferred We offer 5-day work and medical benefits to the successful candidates. Interested parties please send your full CV with current and expected salary in MS Word format to the Human Resources & Administration Manager.To know more about us, please visit our website at https://www.cstl.com.hk.We are an equal opportunity employer and welcome applications from all qualified candidates.Personal data collected will be treated in strict confidence and used only for recruitment-related purpose. Applicants who have not heard from us within four weeks may consider their applications unsuccessful. All personal data will be destroyed after 6 months."
Senior Project Manager (MPF Project),PERSOLKELLY Hong Kong Limited,8,False,"Kwun Tong, Kwun Tong District",Information & Communication Technology,,2024-08-14,78061579,https://hk.jobsdb.com/job/78061579,"['Technical Writing', 'Bachelor', 'Computer Science, Information Service/Technology', 'Project Management Professional', 'Hong Kong Limited’s Privacy Notice', 'Hong Kong Limited']","Our client is a statutory body, they are looking for a Senior Project Manager to join their team.Responsibilities:Ensuring establishment and embedding delivery plans for one or more workstream elements of the overall delivery programme Ensuring standard project management techniques and scope are covered, for example progress updates, plan management, dependency management, resource allocation and smoothing, risk management, assumption management, budget control, etc.; Working across multiple internal and external workstreams relating to technology, process design, operational management, vendor management and commercial delivery as required by relevant work streams; Ensuring timely and effective communication across programme work streams and internal / external stakeholders; Driving, monitoring and reporting plan delivery across all stages of the project lifecycle,; Actively using risk management approaches to maximise project delivery; Managing an indirect delivery team often including third party suppliers; and Performs all such duties, tasks and activities incidental to and necessary for the above.Requirements:Bachelor’s degree in English, Technical Writing, Business or other related disciplines; Bachelor’s degree or Master’s degree in Computer Science, Information Service/Technology, Engineering, Business or other related disciplines; Project Management Professional (PMP) or similar certified; Minimum 8 years of relevant project management experience, preferably in a financial services and/or public sector environment, and on technology driven projects; Experience in digital transformation, MPF / pension operations a plus; Experience in managing the delivery of digital projects through the whole lifecycle including digital projects of high complexity, and in particular, testing and implementation project stages; Exposure to / experience in managing a vendor to deliver a complex large-scale project or sub-projects is advantageous; Strong in internal and external stakeholder management; Driven, positive, highly structured, proactive, and analytical; Excellent organization and problem solving skills, and be able to work under pressure; and Good command of both spoken and written Chinese and English.To apply for this position, please send your full résumé to Contract_hk @persolkelly.com in word format indicating the reference number and title. If you are not contacted by our consultants within 2 weeks, please consider your application unsuccessful. All applications will be treated in strict confidence, and used for recruitment purposes only in accordance with PERSOLKELLY Hong Kong Limited’s Privacy Notice.PERSOLKELLY Hong Kong Limited: Employment Agency Licence No. 75536"
Senior Software Engineer/Software Engineer,Nikoyo (HK) Ltd,2,False,"Tai Koo, Eastern District",Information & Communication Technology,,2024-08-24,78343963,https://hk.jobsdb.com/job/78343963,"['Robotic Process Automation', 'OCR', 'Coach', 'Computer Sciences', 'JavaScript', 'HTML5/CSS', 'RPA', 'OCR', 'Enterprise Content Management']","Job Descriptions:Work closely with project manager and client to deliver software solutions.Perform system analysis, design, implementation, testing and technical support.Responsible for understanding the existing customer process flow, estimating the project duration, and implementing the automation solution at the client site.Provide software solution demos and introduction to client.Design, develop, and maintain Robotic Process Automation and OCR solutions to meet business process and application requirements.Coach, train and enable end users as required.Requirements:Degree holder in Computer Sciences, IT and or related subject or equivalent, with at least 2 years of application development experience.Work experience in business analysis, software project delivery, systems integration and UAT.Strong business sense with wide knowledge of business re-engineering methodologies.Preferred familiar with C#, .Net, JavaScript, HTML5/CSS, Node.js and SQL.Experience on RPA, OCR, Enterprise Content Management, Natural Language Processing or Python is a plus.Excellent problem solving, analytical and interpersonal skills.Ability to work under pressure, proactively to meet strict deadlines.Fluency in written and verbal English and preferably also in Mandarin.Candidate with more experience will be considered as Senior Software Engineer.Applicant please send us your full resume, stating the date of availability, present and expected salary by clicking ""Apply Now"".Your application and personal information will be treated as strictly confidential and used only for purposes of recruitment and selection.Applicants who are not invited to interview within 8 weeks may consider their applications unsuccessful. All personal data of unsuccessful candidates will be destroyed after 6 months.  "
Localization Engineer,DataSource International Limited,5,False,Wan Chai District,Engineering,,2024-08-14,78058093,https://hk.jobsdb.com/job/78058093,"['DataSource International Limited', 'Language Service Provider', 'APAC Agencies', 'Localization Engineer', 'Project Managers', 'Project Managers', 'Project Managers', 'CAT', 'XML', 'YAML', 'PowerShell', 'NLP']","DataSource International Limited is a succesful Language Service Provider ranked in the TOP 30 APAC Agencies and existing for more than twenty years . We are based in Hong Kong and offer a wide range of linguistic support and media solutions (translation in 100 languages, technical writing, desktop publishing, product photo-shooting and multilingual voice-over services) to over 1,500 global corporations. We are providing an exciting opportunity for a talented individual to join our passionate team in a highly technological environment & fill in the vacant position of Localization Engineer. Duties and responsibilities:Suggest, design and implement technical improvements in localization workflows: Continuously analyze and optimize localization processes to enhance efficiency, reduce turnaround times, and maintain high-quality standards.Assist in the management of localization projects: Work closely with Project Managers to implement and test localization strategies from end-to-end, ensuring they meet both customer requirements and the company's quality standards.Provide technical consultation, troubleshoot and resolve issues: Act as point of contact for localization queries and support, offer guidance and solutions to Project Managers facing technical challenges or problems that may arise when undertaking localization processes, ensuring seamless delivery.Manage the updating of translation memories and terminology guidelines and best practices: work with Project Managers to ensure compliance with company guidelines for translation memories and terminology databases.Develop and maintain localization tools: Design, implement, and maintain custom localization tools and integrations to streamline workflows and improve productivity.Automate and optimize processes: Leverage scripting, APIs, and CI/CD workflows to automate repetitive tasks and optimize localization processes. Required skills:5+ years of translation and localization experienceGood problem-solving skills with the ability to think critically and find creative solutions.Strong experience in working with localization software, including CAT tools such as Trados Studio, Phrase TMS, MemoQ, etc.Extensive experience in building, configuring, and testing localization workflows.Thorough understanding of localization concepts (e.g., character encodings, segmentation, tagging, directionality) and technologies such as translation memories, glossaries, and machine translation.Proficiency in writing regular expressions (Regex).Broad knowledge of common file formats used in localization (e.g., XML, JSON, YAML, PO, XLIFF 1.2/2.0).Proficiency in scripting language and working with command line (e.g., Python, Node.js, PowerShell, Bash).General familiarity with programming languages and software development concepts (e.g., Git, APIs, CI/CD workflows, testing), particularly in the context of localization. Proficiency with one or more programming languages would be a plus.Good communication skills, with the ability to explain technical information clearly and concisely, even to those with limited technical experience. Additional skills:Translation and language expertise: Strong interest in translation, multilingual communication, and language learning. Familiarity with various translation techniques and tools.Localization enthusiasm: Strong interest in the field of localization and a deep understanding of the cultural and linguistic nuances involved in adapting content for global audiences.Computational linguistics background: Solid knowledge of computational linguistics, including natural language processing (NLP), machine translation (MT), and language modeling. Ability to leverage linguistic data and algorithms to enhance localization workflows.Continuous learning: Keen interest in staying up to date with the latest trends, technologies, and best practices in the localization industry, and in actively seeking opportunities for professional development and knowledge sharing.Multicultural experience: Exposure to diverse cultures and languages, either through personal experiences or professional engagements, would be an advantage, as well as the ability to empathize with the needs of global users and tailor localization solutions accordingly. Package:  Base Salary - MPF + Medical – 5 Day Work Week (Work From Home Flexibly)– YE Discr. Bonus  "
Senior Mechanical Engineer,Kaga (HK) Electronics Limited,40,False,"Kowloon Bay, Kwun Tong District",Engineering,"$30,000 - $35,000 per month",2024-08-20,78197078,https://hk.jobsdb.com/job/78197078,"['H.K) Electronics', 'EMS', 'KAGA Electronics Company Limited', 'Qualifications & experienceHigher diploma', 'Mechanical Engineering', 'CAD', 'CAM', 'MainlandTasks & responsibilitiesUnderstand', 'DFM']","About usKAGA (H.K) Electronics limited was established in 1992 as a Japan based EMS manufacturer, our production facility is situated in the Guangdong region of Southern China. We have greatly supported by our mother company KAGA Electronics Company Limited, which has been working in electronic field for over 40 years and listed in Japan ““Tokyo Stock Exchange, First Section (8154)””.Qualifications & experienceHigher diploma or above in Mechanical Engineering or a related fieldMechanical background with at least 5 years related experienceExcellent communication and coordination skills in handling project development of customer design partsProficient in mechanical design tools and technologies such as CAD, CAM, FEA, etc.Familiar with mechanical parts, molds and manufacturing processes, with experience in manufacturing preferredProficient in both Chinese and EnglishAble to travel over sea and MainlandTasks & responsibilitiesUnderstand customer design requirements and assist customers in solving technical problemsProvide DFM report to customers for new designs and assist customers in updating technical drawingsCommunicate and coordinate with customers, suppliers, and internal teamsEnsure products are designed and manufactured according to customer requirements and standardsEnsure molds are manufactured according to customer requirements and standards with a timeline controlAssist in resolving manufacturing and technical issuesWork with a team in overseas to setup a new sheet metal stamping, plastic injection and box build factoryWrite technical documents and reportsBenefitsDorm provided by group in Shenzhen and OverseaEnd year payTrip allowanceAttendance allowanceMedical Care and Insurance"
(Senior) Python Developer,TEKsystems,,False,Hong Kong Island,Information & Communication Technology,,2024-08-16,78110035,https://hk.jobsdb.com/job/78110035,"['TEKsystems', 'MNC', 'Required Skills & Experience:', 'Problem-Solving Prowess:']","TEKsystems is seeking a highly motivated (Senior) Python Developer to join a leading global retail MNC institution in Hong Kong. You'll be part of a dynamic team working on cutting-edge projects that make a real difference in a global organization. This is a high-impact role for someone who thrives in a fast-paced environment and enjoys collaborating on innovative solutions. Responsibilities:Design and Develop: Lead the design, development, and maintenance of high-quality Python applications, contributing to a cutting-edge digital project.Technical Collaboration: Collaborate effectively with cross-functional teams, including product managers, designers, and other developers, to define and implement technical solutions.Code Craftsmanship: Write clean, maintainable, and efficient Python code, adhering to best practices and contributing to a robust codebase.Code Review and Improvement: Actively participate in code reviews, ensuring high code quality and contributing to the continuous improvement of development processes. Required Skills & Experience:Proven Python Proficiency: Demonstrated experience in developing and deploying Python applications, showcasing a strong understanding of object-oriented programming principles.Communication Excellence: Ability to effectively communicate technical concepts to both technical and non-technical audiences, fostering clear collaboration within the team.Problem-Solving Prowess: Strong analytical and problem-solving skills, enabling you to tackle complex technical challenges and deliver innovative solutions. "
Senior Manager - AI Ecosystem and Model Support (Ref# SMAIEMS20240819J),Hong Kong Cyberport Management Co Ltd,,False,"Cyberport, Southern District",Information & Communication Technology,,2024-08-20,78195461,https://hk.jobsdb.com/job/78195461,"['AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'AI', 'Oversee', 'AI', 'AI', 'AI', 'Bachelor', 'AI', 'AI', 'AI', 'TensorFlow', 'CUDA', 'AI', 'AI']","Key ResponsibilitiesReport to Head of Information and Communication Technology (ICT).Formulate strategy and roadmap to develop application portfolio for new and supported AI ecosystems, AI models, AI innovation and associated technical services (i.e. AI applications) that meet the required goals and objectives.Develop, implement and maintain governance, policy, standards and procedures related to AI application development, growth and support that align with industry standards, frameworks and good practices.Design, analyse, build, test, release and maintain AI applications according to the required technical specifications to deliver high quality and customer-focused application services.Connect and collaborate with cross-functional teams and stakeholders to understand and address their needs, concerns and expectations towards the new and supported AI applications, identify their service requirements and implement feasible solutions.Work closely with AI specialists and data scientists to support the development, training and integration AI models into real-world applications; support a wide range of AI applications and research to improve AI performance, efficiency and accuracy.Manage AI application outsourcing services and their contractual agreements, implement effective measures to improve effectiveness, compliance and quality of the service delivery, manage the relationship with the outsourcing partners.Evaluate the capability and effectiveness of new and supported applications and their integrations, identify opportunities for application modernization, optimization, redesign and process improvement.Support the implementation and operation of AI application development processes including request, change, service, capacity, incident and contingency management.Oversee and manage projects related to AI application development and maintenance, lead the application pipeline activities, define and execute necessary project plan and create project deliverables.Provide necessary support to conduct risk assessment, evaluate application control effectiveness and mitigate associated risks on the new and supported applications.Monitor and analyse application events and alerts, identify and respond to application related risks, incidents and breaches.Conduct application support and training for relevant application stakeholders.Prepare management information, key matrices and reports for continuous improvement.Requirements10+ year proven experience as an AI application specialist, AI specialist, data scientist, application solution architect or similar role.Bachelor's degree or above in computer engineering, computer science information and communication technology, AI and data science, software engineering or related fields.Proficiency in application architecture, frameworks and standards, with a strong understanding of AI development lifecycle management, technologies and best practices.Experience in implementing AI solutions and machine learning models to innovate business operation and services for improving efficiency and delivery.Experience in using deep learning framework such as TensorFlow, PyTorch, Caffee.Understanding of programming languages such as Python, Java, C++, R and CUDA for building and implementing AI systems.Excellent writing and technical documentation skills to produce clear requirements documents, technical papers, reports and deliverables.Experience of managing service providers including service contract review, balancing priorities, forward planning of work, resources and supports to deliver services within agreed service levels.Ability to explain complex technical issues to both technical and non-technical stakeholders.Good technical knowledge and understanding of the administrative, technical and security impacts for adopting new and existing technologies.Good interpersonal skills to be able to communicate, influence and negotiate with various stakeholders.Ability to self-start and take ownership of assigned tasks and projects.Proficiency in written and spoken English and Chinese.Passion with AI applications, solutions and research.Candidates with less relevant experience may will be considered for Manager We offer competitive package to the right candidate. Interested party please click "" Apply Now"" to apply on or before 18 September 2024 in confidence with full resume, stating present and expected salary, and available date and quote the reference.Applicants who do not hear from us by 30 September 2024 may assume that their applications are unsuccessful.Further information about the Cyberport is available at https://cyberport.hk/Personal data collected will be treated in the strictest confidence and only be used for recruitment-related purpose."
Marketing Manager,Arctic (HK) Limited,,False,"Tsuen Wan, Tsuen Wan District",Marketing & Communications,,2024-08-24,78337756,https://hk.jobsdb.com/job/78337756,"['ARCTIC', 'CPU', 'GPU', 'ARCTIC', 'ARCTIC', 'the Marketing Team', 'the Sales Team with Marketing', 'Road Shows / Exhibitions', 'Arctic Products', 'Microsoft Office', 'APAC', 'SEA marketsYou', 'TeamYou', 'APAC', 'ARCTIC APAC Social Media channels including planning of possible eventsBe', 'APAC', 'SEA', 'APAC', 'the Digital Commerce TeamAny']","ARCTIC is a leading manufacturer of low-noise PC coolers and components, having initiated and significantly influenced the trend towards quiet cooling systems. In addition to an extensive range of CPU and GPU coolers, ARCTIC offers high-quality monitor arms, wall mounts, and thermal compounds. Led by founder Magnus Huber, the company operates from locations in Germany, Hong Kong, and the USA, serving PC enthusiasts in over 65 countries with innovative and user-friendly products, high quality, and fair prices. For more than 15 years, ARCTIC has been synonymous with comfortable computer work, excellent service, and personalized support To strengthen the Marketing Team at our growing location in Hong Kong, we are looking for a Marketing Manager.What we want? A degree and/or relevant experience in marketing/communicationsA strong ability to work independentlyStrong administrative skills in relation to time management and prioritization Strong communication and relationship building skills, with a strong focus on delivering excellent service in all interactions Flexibility, adaptability and being a reliable member of Arctic team and constantly complimenting the Sales Team with Marketing initiatives Willing to Travel and attend various Road Shows / Exhibitions and represent Arctic Products and services and co ordinate leads with the Sales TeamKnowledge of technical aspects of computer hardware, consumer electronics or other electronic devices will be an advantageAdvanced knowledge of Microsoft Office is a mustYou are fluent in English Cantonese and Mandarin. Additional foreign language from APAC region will be a plusExperience in manufacturing company will be considered an advantage as wellKeen interest in PC building and/or gaming will be considered a definite advantage What you are? You are interested in marketing, communication and brand development and enjoy pushing boundariesYou are well versed with latest marketing trends and tools especially relevant for SEA marketsYou are open-minded, willing to listen to opinions and take on new challengesYou not only do think outside the box, you are also willing to throw the box awayYou realise that your performance contributes to the success of the team and the companyYour actions are target-oriented and you are self-motivatedYou have good discipline and positive working attitudeYou believe in ""actionable feedback"" and are not afraid to share your feedback in order to optimise processes and business strategiesYou are able to manage several marketing projects in parallel, manage partners and work under pressure due to the rapid changes in the industry and its requirements What’s your job? Be a brand ambassador at all times, keeping up with trends in the trade and constantly bringing new ideas to the TeamYou form the interface to the engineering team and pass on relevant content and findings to the marketing department/teams worldwideSupporting the marketing lead in the planning and execution of marketing activities in the APAC regionBeing creative with ARCTIC APAC Social Media channels including planning of possible eventsBe a key point of contact for any regional marketing requests ensuring they are responded to and actioned in a timely manner in co ordination with the sales teamIdentifying and approaching relevant regional influencers and content creators for collaboration in APAC regionDeveloping and implementing influencer marketing strategies to increase brand awareness and engagement Negotiating and concluding cooperation agreements with advertising partners Managing and build influencer relationships, including campaign planning, execution and tracking Monitoring and analyzing campaign performance and deriving optimization measures Advisory function for SEA marketing in APAC with the Digital Commerce TeamAny other ad hoc duties and projects related to your role to support other marketing and sales teams"
(Senior) Technical System Engineer,Newrecs Consultancy Limited,5,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,"$50,000 - $60,000 per month",2024-08-13,78020375,https://hk.jobsdb.com/job/78020375,"['SQL Server', 'Always-On AG', 'SCCM', 'VMware', 'Microsoft Windows Servers', 'SCCM', 'VMware']","Requirements:Manage Microsoft Windows Servers, SQL Server clusters, Always-On AG, SCCM, VMware, and other enterprise technologiesEnsure systems meet functional, operational, and performance requirements for new IT projectsTranslate business needs into technical and service requirementsAssist with project management, policy/standards review, and IT infrastructure improvementsMaintain infrastructure component register and drive regular upgrades/refreshesTroubleshoot and support databases, servers, and other IT infrastructureQualifications:Degree in IT, Computer Science, or a related fieldMinimum 5 years' relevant experience, including 1 year in a supervisory roleExpertise in Microsoft Windows Servers, SQL Server, SCCM, VMware, and other enterprise platformsStrong problem-solving, analytical, and technical writing skillsExcellent communication in English and ChineseCPIT or DBA certification preferredJoin our dynamic IT team and contribute to the evolution of our technology infrastructure."
Associate Certification Officer  / Certification Officer (Logistic/Construction),SGS Hong Kong Limited,4,False,Sha Tin District,Construction,,2024-08-17,76714040,https://hk.jobsdb.com/job/76714040,"['Global System Procedures and Local ProceduresResponsible', 'SGS', 'TAPA / C-TPAT / HKICA / IRCA / CCAA', 'MS Office', 'SGS', 'Medical BenefitsLife InsuranceAnnual LeavePaid', 'EAP)Career Advancement OpportunitiesStaff ActivitiesInterested']","Key responsibilities: Responsible for execution of management system and supply chain security audits, etcEnsure compliance with the requirements defined in Global System Procedures and Local ProceduresResponsible for audit reports preparation and audit package submission to SGS HK office for review and decision-making process of certificationConduct in-house and public training, including the related training material preparationWork with project teams in supporting to the development and review of some new products’ training and certification assessmentProvide technical support to Marketing, Sales Executives and Account Executives, if need arisesRequirements: Degree or above with 4 years or above working experience in the supply chain / logistics operation experience (e.g., air, ocean, inland, warehouse and distribution) or construction and engineering with the relevant experience in the quality, the environmental, and the occupational health and safety management systems would be highly preferableCandidate with more solid experience, with a successful completion of lead auditor training in the ISO 9001 / ISO 14001 ISO 45001, and with some professional qualification such as registered lead auditor of TAPA / C-TPAT / HKICA / IRCA / CCAA will be considered as Senior Certification Officer. Good command of English, Mandarin and Cantonese, including the written English and Chinese auditing / technical report writing skillsHave work experience in management capability involving the exercise of judgment, problem solving and strong communication skills with people is added advantageFamiliar with MS Office  As a caring company, SGS not only offers a competitive remuneration package but also offers staff caring items to the right candidates, including: 5-day Work Week                                                Double Pay and Performance BonusDental and Medical BenefitsLife InsuranceAnnual LeavePaid Maternity Leave and Paternity LeaveOn-the-Job Training                                  Education and Training SubsidiesFree Shuttle Bus ServiceEmployee Assistance Program (EAP)Career Advancement OpportunitiesStaff ActivitiesInterested parties please send your full resume with expected salary and date available by clicking ""Apply Now""(Data received will be kept confidential and used for processing application only.)"
